tree_id,placemark_name,planting_cohort,established,common_name,scientific_name,additional_taxonomy,dbh_inches,dbh_raw,dbh_equiv,dbh_clean,dbh_status,is_multi_stem,source,community_tags,memorial,latitude,longitude
1733,32-2025 O,2025-O,False,Redbud-Eastern,Cercis canadensis,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8345337,-87.6272736
1734,33-2025 O,2025-O,False,Redbud-Eastern,Cercis canadensis,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8344917,-87.627121
1735,34-2025 O,2025-O,False,Redbud-Eastern,Cercis canadensis,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8344994,-87.6270523
1736,35-2025 O,2025-O,False,Redbud-Eastern,Cercis canadensis,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8345032,-87.6269913
1737,36-2025 O,2025-O,False,Redbud-Eastern,Cercis canadensis,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8344421,-87.6269989
1738,37-2025 O,2025-O,False,Redbud-Eastern,Cercis canadensis,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8344193,-87.6270142
1739,38-2025 O,2025-O,False,Redbud-Eastern,Cercis canadensis,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8343964,-87.6270065
1740,39-2025 O,2025-O,False,Redbud-Eastern,Cercis canadensis,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8344078,-87.6270447
1741,46-2025 O,2025-O,False,Serviceberry,Amelanchier sp,Autumn Brilliance,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8320351,-87.6268692
1742,47-2025 O,2025-O,False,Serviceberry,Amelanchier sp,Autumn Brilliance,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.832016,-87.6268539
1743,48-2025 O,2025-O,False,Serviceberry,Amelanchier sp,Autumn Brilliance,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8320045,-87.6268997
1744,49-2025 O,2025-O,False,Serviceberry,Amelanchier sp,Autumn Brilliance,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8320122,-87.6268921
1745,40-2025 O,2025-O,False,Hornbeam-American,Carpinus caroliniana,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8319969,-87.6269836
1746,41-2025 O,2025-O,False,Hornbeam-American,Carpinus caroliniana,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.832016,-87.6270218
1747,50-2025 O,2025-O,False,Tuliptree,Liriodendron tulipifera,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8319893,-87.627037
1748,51-2025 O,2025-O,False,Tuliptree,Liriodendron tulipifera,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8320084,-87.6270752
1749,52-2025 O,2025-O,False,Tuliptree,Liriodendron tulipifera,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8319054,-87.6270142
1750,53-2025 O,2025-O,False,Tuliptree,Liriodendron tulipifera,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8319321,-87.6269379
1751,42-2025 O,2025-O,False,Hornbeam-American,Carpinus caroliniana,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8319283,-87.6268692
1752,43-2025 O,2025-O,False,Hornbeam-American,Carpinus caroliniana,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.831913,-87.6269073
1753,44-2025 O,2025-O,False,Hornbeam-American,Carpinus caroliniana,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8319016,-87.6268692
1754,45-2025 O,2025-O,False,Hornbeam-American,Carpinus caroliniana,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.8319054,-87.6268311
1755,10-2025 O,2025-O,False,Tupelo-Black,Nyssa sylvatica,,1.0,1,1.0,1.0,new_planting,False,Plant,Planted by Openlands TreeKeepers spring 2025 course students.,,41.83733203,-87.62422173
1785,54-2025 P,2025-P,False,Poplar-Aspen,Populus tremuloides,,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.833252,-87.6283951
1786,55-2025 P,2025-P,False,Poplar-Aspen,Populus tremuloides,,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8332443,-87.6284409
1787,56-2025 P,2025-P,False,Poplar-Aspen,Populus tremuloides,,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8332405,-87.6284866
1788,57-2025 P,2025-P,False,Poplar-Aspen,Populus tremuloides,,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8332596,-87.6285095
1789,58-2025 P,2025-P,False,Poplar-Aspen,Populus tremuloides,,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8332405,-87.6285172
1790,59-2025 P,2025-P,False,Crabapple,Malus sp,Donald Wyman,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8336372,-87.6279755
1791,60-2025 P,2025-P,False,Crabapple,Malus sp,Donald Wyman,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.83359269,-87.62793797
1792,61-2025 P,2025-P,False,Crabapple,Malus sp,Donald Wyman,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.83356766,-87.62798288
1793,62-2025 P,2025-P,False,Crabapple,Malus sp,Donald Wyman,1.5,1.5,1.5,1.5,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8335228,-87.6279678
1794,63-2025 P,2025-P,False,Honeylocust-Thornless Common,Gleditsia triacanthos,Skyline,2.0,2,2.0,2.0,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8334274,-87.6279297
1795,64-2025 P,2025-P,False,Honeylocust-Thornless Common,Gleditsia triacanthos,Skyline,2.0,2,2.0,2.0,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8333549,-87.6278915
1796,65-2025 P,2025-P,False,Honeylocust-Thornless Common,Gleditsia triacanthos,Skyline,2.0,2,2.0,2.0,new_planting,False,Fiore nursery,MLA+U Commemoration 2025,,41.8332825,-87.6279297
1,1-2022 U,2022-U,True,Elm-American,Ulmus americana,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83105288,-87.6287474
2,2-2022 U,2022-U,True,Elm-American,Ulmus americana,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83105758,-87.62854228
3,3-2022 U,2022-U,True,Elm-American,Ulmus americana,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.83105796,-87.62845212
4,4-2022 U,2022-U,True,Elm-American,Ulmus americana,,14.0,14,14.0,14.0,clean,False,Unknown,,,41.8310524,-87.62833933
5,5-2022 U,2022-U,True,Elm-American,Ulmus americana,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83106189,-87.62822316
6,6-2022 U,2022-U,True,Elm-American,Ulmus americana,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83106625,-87.62813703
7,7-2022 U,2022-U,True,Elm-American,Ulmus americana,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83105395,-87.62802723
8,8-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,7.0,7,7.0,7.0,clean,False,Unknown,,,41.83109331,-87.62786128
9,9-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.83110159,-87.62795174
10,10-2022 U,2022-U,True,Common Baldcypress,Taxodium distichum,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.83110141,-87.62805708
11,11-2022 U,2022-U,True,Common Baldcypress,Taxodium distichum,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.8310852,-87.6281557
12,12-2022 U,2022-U,True,Common Baldcypress,Taxodium distichum,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83110029,-87.62826238
13,13-2022 U,2022-U,True,Common Baldcypress,Taxodium distichum,,14.0,14,14.0,14.0,clean,False,Unknown,,,41.83107721,-87.62860737
14,14-2022 U,2022-U,True,Common Baldcypress,Taxodium distichum,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83108255,-87.62869696
15,15-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83112841,-87.62890701
16,16-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83119382,-87.62891378
17,17-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11.0,11,11.0,11.0,clean,False,Unknown,,,41.83129069,-87.62891518
18,18-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83135146,-87.62891756
19,19-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,6.0,6,6.0,6.0,clean,False,Unknown,,,41.83160865,-87.62890784
20,20-2022 U,2022-U,True,Common Baldcypress,Taxodium distichum,,6.0,6,6.0,6.0,clean,False,Unknown,,,41.83169371,-87.62890422
21,21-2022 U,2022-U,True,Common Baldcypress,Taxodium distichum,,5.0,5,5.0,5.0,clean,False,Unknown,,,41.83176332,-87.62890828
22,22-2022 U,2022-U,True,Dawn Redwood,Metasequoia glyptostroboides,,13.0,13,13.0,13.0,clean,False,Unknown,,,41.83209659,-87.62892749
23,23-2022 U,2022-U,True,Dawn Redwood,Metasequoia glyptostroboides,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83213803,-87.62893347
24,24-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83222478,-87.62892708
25,25-2022 U,2022-U,True,Maple-Freeman's,Acer x freemanii,,7.0,7,7.0,7.0,clean,False,Unknown,,,41.83232738,-87.62892725
27,27-2022 U,2022-U,True,Hackberry,Celtis occidentalis,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.83244906,-87.62894135
29,29-2022 U,2022-U,True,Maple-Freeman's,Acer x freemanii,,6.0,6,6.0,6.0,clean,False,Unknown,,,41.83256969,-87.62893335
30,30-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18.0,18,18.0,18.0,clean,False,Unknown,,,41.83272617,-87.62884307
31,31-2022 U,2022-U,True,Redbud-Eastern,Cercis canadensis,,,643,64.07,,"excluded_multi_stem_implausible_parse_[64, 3]_exceeds_15in_max_for_species",True,Unknown,,,41.83272256,-87.62871442
32,32-2022 U,2022-U,True,Serviceberry,Amelanchier sp.,,,322,32.06,,"excluded_multi_stem_implausible_parse_[32, 2]_exceeds_10in_max_for_species",True,Unknown,,,41.83272193,-87.62862901
33,33-2022 U,2022-U,True,Serviceberry,Amelanchier sp.,,,43322,53.64,,"excluded_multi_stem_implausible_parse_[43, 32, 2]_exceeds_10in_max_for_species",True,Unknown,,,41.83273262,-87.62859881
34,34-2022 U,2022-U,True,Catalpa-Northern,Catalpa speciosa,,16.0,16,16.0,16.0,clean,False,Unknown,,,41.83273831,-87.62854474
35,35-2022 U,2022-U,True,Hawthorn,Crataegus sp.,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83273518,-87.62832912
36,36-2022 U,2022-U,True,Hackberry,Celtis occidentalis,,15.0,15,15.0,15.0,clean,False,Unknown,,,41.83272737,-87.62823654
37,37-2022 U,2022-U,True,Hackberry,Celtis occidentalis,,11.0,11,11.0,11.0,clean,False,Unknown,,,41.83272722,-87.62817855
38,38-2022 U,2022-U,True,Hawthorn,Crataegus sp.,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.8327348,-87.62808831
39,39-2022 U,2022-U,True,Linden-Littleleaf,Tilia cordata,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.8327374,-87.62801209
40,40-2022 U,2022-U,True,Elm-American,Ulmus americana,,17.0,17,17.0,17.0,clean,False,Unknown,,,41.83270939,-87.62796689
41,41-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15.0,15,15.0,15.0,clean,False,Unknown,,,41.83270836,-87.6278848
42,42-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.83267767,-87.62786782
43,43-2022 U,2022-U,True,Oak-Swamp White,Quercus bicolor,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83261593,-87.62785512
44,44-2022 U,2022-U,True,Oak-Swamp White,Quercus bicolor,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83256671,-87.6278616
45,45-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23.0,23,23.0,23.0,clean,False,Unknown,,,41.83262563,-87.62794478
46,46-2022 U,2022-U,True,Hackberry,Celtis occidentalis,,13.0,13,13.0,13.0,clean,False,Unknown,,,41.83253512,-87.62794943
47,47-2022 U,2022-U,True,Hackberry,Celtis occidentalis,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83246381,-87.62790069
48,48-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,6.0,6,6.0,6.0,clean,False,Unknown,,,41.83242489,-87.62784055
49,49-2022 U,2022-U,True,Elm-American,Ulmus americana,,23.0,23,23.0,23.0,clean,False,Unknown,,,41.83234508,-87.62794892
50,50-2022 U,2022-U,True,Oak-Swamp White,Quercus bicolor,,8.0,8,8.0,8.0,clean,False,Unknown,,,41.83231266,-87.62786153
51,51-2022 U,2022-U,True,Oak-Swamp White,Quercus bicolor,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83229128,-87.62791072
52,52-2022 U,2022-U,True,Oak-Swamp White,Quercus bicolor,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.83225568,-87.62792184
53,53-2022 U,2022-U,True,Catalpa-Northern,Catalpa speciosa,,14.0,14,14.0,14.0,clean,False,Unknown,,,41.83220127,-87.62791907
54,54-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,7.0,7,7.0,7.0,clean,False,Unknown,,,41.832159,-87.62790883
55,55-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.8321684,-87.62786564
56,56-2022 U,2022-U,True,Redbud-Eastern,Cercis canadensis,,,665,66.19,,"excluded_multi_stem_implausible_parse_[66, 5]_exceeds_15in_max_for_species",True,Unknown,,,41.83209991,-87.62786357
57,57-2022 U,2022-U,True,Redbud-Eastern,Cercis canadensis,,,6644,79.32,,"excluded_multi_stem_implausible_parse_[66, 44]_exceeds_15in_max_for_species",True,Unknown,,,41.83208354,-87.62786568
58,58-2022 U,2022-U,True,Redbud-Eastern,Cercis canadensis,,,866,86.21,,"excluded_multi_stem_implausible_parse_[86, 6]_exceeds_15in_max_for_species",True,Unknown,,,41.83210734,-87.6279008
59,59-2022 U,2022-U,True,Hawthorn,Crataegus sp.,,,33222,39.71,,"excluded_multi_stem_implausible_parse_[33, 22, 2]_exceeds_16in_max_for_species",True,Unknown,,,41.83209403,-87.62794634
60,60-2022 U,2022-U,True,Elm-American,Ulmus americana,,13.0,13,13.0,13.0,clean,False,Unknown,,,41.83202245,-87.62793227
61,61-2022 U,2022-U,True,Hackberry,Celtis occidentalis,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.83198684,-87.62791818
62,62-2022 U,2022-U,True,Hackberry,Celtis occidentalis,,8.0,8,8.0,8.0,clean,False,Unknown,,,41.83194143,-87.62795661
63,63-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24.0,24,24.0,24.0,clean,False,Unknown,,,41.83185781,-87.62793237
64,64-2022 U,2022-U,True,Oak-Swamp White,Quercus bicolor,,7.0,7,7.0,7.0,clean,False,Unknown,,,41.83166802,-87.62795966
65,65-2022 U,2022-U,True,Redbud-Eastern,Cercis canadensis,,,322222,44.63,,"excluded_multi_stem_implausible_parse_[32, 22, 22]_exceeds_15in_max_for_species",True,Unknown,,,41.83162869,-87.62795967
66,66-2022 U,2022-U,True,Redbud-Eastern,Cercis canadensis,,,543,54.08,,"excluded_multi_stem_implausible_parse_[54, 3]_exceeds_15in_max_for_species",True,Unknown,,,41.83160001,-87.6279689
67,67-2022 U,2022-U,True,Serviceberry,Amelanchier sp.,,,33222,39.71,,"excluded_multi_stem_implausible_parse_[33, 22, 2]_exceeds_10in_max_for_species",True,Unknown,,,41.83148918,-87.6279709
68,68-2022 U,2022-U,True,Serviceberry,Amelanchier sp.,,,3322,39.66,,"excluded_multi_stem_implausible_parse_[33, 22]_exceeds_10in_max_for_species",True,Unknown,,,41.831441,-87.62797477
69,69-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83137812,-87.6278666
70,70-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10.0,10,10.0,10.0,clean,False,Unknown,,,41.83133474,-87.62795234
71,71-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8.0,8,8.0,8.0,clean,False,Unknown,,,41.83129208,-87.62795892
72,72-2022 U,2022-U,True,Kentucky Coffeetree,Gymnocladus dioicus,,11.0,11,11.0,11.0,clean,False,Unknown,,,41.83122286,-87.62795047
73,73-2022 U,2022-U,True,Viburnum,Viburnum sp.,,,432222,53.08,,"excluded_multi_stem_implausible_parse_[43, 22, 22]_exceeds_6in_max_for_species",True,Unknown,,,41.83117417,-87.62796157
74,74-2022 U,2022-U,True,Fringetree-White,Chionanthus virginicus,,,3222,38.83,38.83,clean,True,Unknown,,Anthony Mims; William Sabato; David Thompson,41.83222847,-87.62785635
76,76-2022 U,2022-U,True,Redbud-Eastern,Cercis canadensis,,,77533,93.53,,"excluded_multi_stem_implausible_parse_[77, 53, 3]_exceeds_15in_max_for_species",True,Unknown,,,41.83285117,-87.62794529
77,77-2022 U,2022-U,True,Redbud-Eastern,Cercis canadensis,,74.0,74,74.0,,excluded_single_stem_exceeds_15in_max_for_species,False,Unknown,,,41.83285471,-87.62791798
78,78-2022 U,2022-U,True,Tuliptree,Liriodendron tulipifera,,4.0,4,4.0,4.0,clean,False,Unknown,,,41.83305558,-87.62825042
79,79-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24.0,24,24.0,24.0,clean,False,Unknown,,,41.83323992,-87.62805764
80,80-2022 U,2022-U,True,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23.0,23,23.0,23.0,clean,False,Unknown,,,41.83314682,-87.6278852
81,81-2022 U,2022-U,True,Witchhazel,Hamamelis virginiana,,3.0,3,3.0,3.0,clean,False,Unknown,,,41.83365762,-87.62797453
82,82-2022 U,2022-U,True,Maple-Norway,Acer platanoides,,13.0,13,13.0,13.0,clean,False,Unknown,,,41.8337294,-87.6279895
83,83-2022 U,2022-U,True,Maple-Norway,Acer platanoides,,12.0,12,12.0,12.0,clean,False,Unknown,,,41.8339003,-87.62800566
84,84-2022 U,2022-U,True,Linden-Littleleaf,Tilia cordata,,9.0,9,9.0,9.0,clean,False,Unknown,,,41.83401016,-87.62796026
85,85-2022 U,2022-U,True,Elm-American,Ulmus americana,,28.0,28,28.0,28.0,clean,False,Unknown,,,41.83417228,-87.62801096
86,86-2022 U,2022-U,True,Elm-American,Ulmus americana,,23.0,23,23.0,23.0,clean,False,Unknown,,,41.8341611,-87.6287107
87,87-2022 U,2022-U,True,Walnut-Black,Juglans nigra,,14.0,14,14.0,14.0,clean,False,Unknown,,,41.83402699,-87.62876952
88,88-2022 U,2022-U,True,Serviceberry,Amelanchier sp.,,5.0,5,5.0,5.0,clean,False,Unknown,,,41.83391414,-87.62873039
89,89-2022 U,2022-U,True,Horsechestnut- Common,Aesculus hippocastanum,,13.0,13,13.0,13.0,clean,False,Unknown,,,41.8338833,-87.62873276
90,90-2022 U,2022-U,True,Serviceberry,Amelanchier sp.,,4.0,4,4.0,4.0,clean,False,Unknown,,,41.83389567,-87.6287129
